data,google,cliche,enlace,link
1002,https://www.google.es/search?q=,El malo de la película,https://www.google.es/search?q=El malo de la película,El malo de la película
1003,https://www.google.es/search?q=,El malogrado individuo,https://www.google.es/search?q=El malogrado individuo,El malogrado individuo
1004,https://www.google.es/search?q=,El mercurio se dispara,https://www.google.es/search?q=El mercurio se dispara,El mercurio se dispara
1005,https://www.google.es/search?q=,El mismo que viste y calza,https://www.google.es/search?q=El mismo que viste y calza,El mismo que viste y calza
1006,https://www.google.es/search?q=,El mundo es un pañuelo,https://www.google.es/search?q=El mundo es un pañuelo,El mundo es un pañuelo
1007,https://www.google.es/search?q=,El papel lo aguanta todo,https://www.google.es/search?q=El papel lo aguanta todo,El papel lo aguanta todo
1008,https://www.google.es/search?q=,El partido del siglo,https://www.google.es/search?q=El partido del siglo,El partido del siglo
1009,https://www.google.es/search?q=,El parto de los montes,https://www.google.es/search?q=El parto de los montes,El parto de los montes
1010,https://www.google.es/search?q=,El pasado ya es historia,https://www.google.es/search?q=El pasado ya es historia,El pasado ya es historia
1011,https://www.google.es/search?q=,El patito feo,https://www.google.es/search?q=El patito feo,El patito feo
1012,https://www.google.es/search?q=,El protagonista,https://www.google.es/search?q=El protagonista,El protagonista
1013,https://www.google.es/search?q=,El punto álgido,https://www.google.es/search?q=El punto álgido,El punto álgido
1014,https://www.google.es/search?q=,El saldo total de víctimas se eleva a,https://www.google.es/search?q=El saldo total de víctimas se eleva a,El saldo total de víctimas se eleva a
1015,https://www.google.es/search?q=,El secreto mejor guardado,https://www.google.es/search?q=El secreto mejor guardado,El secreto mejor guardado
1016,https://www.google.es/search?q=,El siniestro se inició,https://www.google.es/search?q=El siniestro se inició,El siniestro se inició
1017,https://www.google.es/search?q=,El tamaño no importa,https://www.google.es/search?q=El tamaño no importa,El tamaño no importa
1018,https://www.google.es/search?q=,El truco del almendruco,https://www.google.es/search?q=El truco del almendruco,El truco del almendruco
1019,https://www.google.es/search?q=,El último mono,https://www.google.es/search?q=El último mono,El último mono
1020,https://www.google.es/search?q=,Elegir a dedo,https://www.google.es/search?q=Elegir a dedo,Elegir a dedo
1021,https://www.google.es/search?q=,Emotivas imágenes,https://www.google.es/search?q=Emotivas imágenes,Emotivas imágenes
1022,https://www.google.es/search?q=,Empanada mental,https://www.google.es/search?q=Empanada mental,Empanada mental
1023,https://www.google.es/search?q=,Empaparse de algo,https://www.google.es/search?q=Empaparse de algo,Empaparse de algo
1024,https://www.google.es/search?q=,Empapelar a alguien,https://www.google.es/search?q=Empapelar a alguien,Empapelar a alguien
1025,https://www.google.es/search?q=,Empezar con buen pie,https://www.google.es/search?q=Empezar con buen pie,Empezar con buen pie
1026,https://www.google.es/search?q=,Empezar con el pie izquierdo,https://www.google.es/search?q=Empezar con el pie izquierdo,Empezar con el pie izquierdo
1027,https://www.google.es/search?q=,Empezar de cero,https://www.google.es/search?q=Empezar de cero,Empezar de cero
1028,https://www.google.es/search?q=,Empezar la casa por el tejado,https://www.google.es/search?q=Empezar la casa por el tejado,Empezar la casa por el tejado
1029,https://www.google.es/search?q=,Empinar el codo,https://www.google.es/search?q=Empinar el codo,Empinar el codo
1030,https://www.google.es/search?q=,En ascuas,https://www.google.es/search?q=En ascuas,En ascuas
1031,https://www.google.es/search?q=,En Babia,https://www.google.es/search?q=En Babia,En Babia
1032,https://www.google.es/search?q=,"En breves minutos, momentos","https://www.google.es/search?q=En breves minutos, momentos","En breves minutos, momentos"
1033,https://www.google.es/search?q=,En buenas manos,https://www.google.es/search?q=En buenas manos,En buenas manos
1034,https://www.google.es/search?q=,En busca y captura,https://www.google.es/search?q=En busca y captura,En busca y captura
1035,https://www.google.es/search?q=,En el marco de,https://www.google.es/search?q=En el marco de,En el marco de
1036,https://www.google.es/search?q=,En el mejor de los casos,https://www.google.es/search?q=En el mejor de los casos,En el mejor de los casos
1037,https://www.google.es/search?q=,En dique seco,https://www.google.es/search?q=En dique seco,En dique seco
1038,https://www.google.es/search?q=,En el ajo,https://www.google.es/search?q=En el ajo,En el ajo
1039,https://www.google.es/search?q=,En el candelero,https://www.google.es/search?q=En el candelero,En el candelero
1040,https://www.google.es/search?q=,En el mejor de los sentidos,https://www.google.es/search?q=En el mejor de los sentidos,En el mejor de los sentidos
1041,https://www.google.es/search?q=,En el mejor sentido de la palabra,https://www.google.es/search?q=En el mejor sentido de la palabra,En el mejor sentido de la palabra
1042,https://www.google.es/search?q=,En el plano informativo,https://www.google.es/search?q=En el plano informativo,En el plano informativo
1043,https://www.google.es/search?q=,En el ojo del huracán,https://www.google.es/search?q=En el ojo del huracán,En el ojo del huracán
1044,https://www.google.es/search?q=,En el punto de mira,https://www.google.es/search?q=En el punto de mira,En el punto de mira
1045,https://www.google.es/search?q=,En el quinto pino,https://www.google.es/search?q=En el quinto pino,En el quinto pino
1046,https://www.google.es/search?q=,En el radar,https://www.google.es/search?q=En el radar,En el radar
1047,https://www.google.es/search?q=,En el último suspiro,https://www.google.es/search?q=En el último suspiro,En el último suspiro
1048,https://www.google.es/search?q=,En esta fecha tan señalada,https://www.google.es/search?q=En esta fecha tan señalada,En esta fecha tan señalada
1049,https://www.google.es/search?q=,En este mismo instante,https://www.google.es/search?q=En este mismo instante,En este mismo instante
1050,https://www.google.es/search?q=,En estricto rigor,https://www.google.es/search?q=En estricto rigor,En estricto rigor
1051,https://www.google.es/search?q=,En horas bajas,https://www.google.es/search?q=En horas bajas,En horas bajas
1052,https://www.google.es/search?q=,En la boca del lobo,https://www.google.es/search?q=En la boca del lobo,En la boca del lobo
1053,https://www.google.es/search?q=,En la cresta de la ola,https://www.google.es/search?q=En la cresta de la ola,En la cresta de la ola
1054,https://www.google.es/search?q=,En la cuerda floja,https://www.google.es/search?q=En la cuerda floja,En la cuerda floja
1055,https://www.google.es/search?q=,En la flor de la vida,https://www.google.es/search?q=En la flor de la vida,En la flor de la vida
1056,https://www.google.es/search?q=,En la gloria,https://www.google.es/search?q=En la gloria,En la gloria
1057,https://www.google.es/search?q=,En la inopia,https://www.google.es/search?q=En la inopia,En la inopia
1058,https://www.google.es/search?q=,En la luna,https://www.google.es/search?q=En la luna,En la luna
1059,https://www.google.es/search?q=,En la onda,https://www.google.es/search?q=En la onda,En la onda
1060,https://www.google.es/search?q=,En las nubes,https://www.google.es/search?q=En las nubes,En las nubes
1061,https://www.google.es/search?q=,En las últimas,https://www.google.es/search?q=En las últimas,En las últimas
1062,https://www.google.es/search?q=,En letras de molde,https://www.google.es/search?q=En letras de molde,En letras de molde
1063,https://www.google.es/search?q=,En los brazos de morfeo,https://www.google.es/search?q=En los brazos de morfeo,En los brazos de morfeo
1064,https://www.google.es/search?q=,En los huesos,https://www.google.es/search?q=En los huesos,En los huesos
1065,https://www.google.es/search?q=,En menos que canta un gallo,https://www.google.es/search?q=En menos que canta un gallo,En menos que canta un gallo
1066,https://www.google.es/search?q=,En olor de multitudes,https://www.google.es/search?q=En olor de multitudes,En olor de multitudes
1067,https://www.google.es/search?q=,En otro orden de cosas,https://www.google.es/search?q=En otro orden de cosas,En otro orden de cosas
1068,https://www.google.es/search?q=,En plena vía pública,https://www.google.es/search?q=En plena vía pública,En plena vía pública
1069,https://www.google.es/search?q=,En resumidas cuentas,https://www.google.es/search?q=En resumidas cuentas,En resumidas cuentas
1070,https://www.google.es/search?q=,En riguroso directo,https://www.google.es/search?q=En riguroso directo,En riguroso directo
1071,https://www.google.es/search?q=,En sus trece,https://www.google.es/search?q=En sus trece,En sus trece
1072,https://www.google.es/search?q=,En tiempos de Maricastaña,https://www.google.es/search?q=En tiempos de Maricastaña,En tiempos de Maricastaña
1073,https://www.google.es/search?q=,En toda regla,https://www.google.es/search?q=En toda regla,En toda regla
1074,https://www.google.es/search?q=,En todas partes cuecen habas,https://www.google.es/search?q=En todas partes cuecen habas,En todas partes cuecen habas
1075,https://www.google.es/search?q=,En un abrir y cerrar de ojos,https://www.google.es/search?q=En un abrir y cerrar de ojos,En un abrir y cerrar de ojos
1076,https://www.google.es/search?q=,En un atolladero,https://www.google.es/search?q=En un atolladero,En un atolladero
1077,https://www.google.es/search?q=,En un callejón sin salida,https://www.google.es/search?q=En un callejón sin salida,En un callejón sin salida
1078,https://www.google.es/search?q=,En un día como hoy,https://www.google.es/search?q=En un día como hoy,En un día como hoy
1079,https://www.google.es/search?q=,En un periquete,https://www.google.es/search?q=En un periquete,En un periquete
1080,https://www.google.es/search?q=,En un pispás,https://www.google.es/search?q=En un pispás,En un pispás
1081,https://www.google.es/search?q=,En un plis plas,https://www.google.es/search?q=En un plis plas,En un plis plas
1082,https://www.google.es/search?q=,En un santiamén,https://www.google.es/search?q=En un santiamén,En un santiamén
1083,https://www.google.es/search?q=,En vivo y en directo,https://www.google.es/search?q=En vivo y en directo,En vivo y en directo
1084,https://www.google.es/search?q=,Encaje de bolillos,https://www.google.es/search?q=Encaje de bolillos,Encaje de bolillos
1085,https://www.google.es/search?q=,Encenderse todas las alarmas,https://www.google.es/search?q=Encenderse todas las alarmas,Encenderse todas las alarmas
1086,https://www.google.es/search?q=,Enchufar a alguien,https://www.google.es/search?q=Enchufar a alguien,Enchufar a alguien
1087,https://www.google.es/search?q=,Encontrar la horma de su zapato,https://www.google.es/search?q=Encontrar la horma de su zapato,Encontrar la horma de su zapato
1088,https://www.google.es/search?q=,Encontrar una aguja en un pajar,https://www.google.es/search?q=Encontrar una aguja en un pajar,Encontrar una aguja en un pajar
1089,https://www.google.es/search?q=,Enderezar el rumbo,https://www.google.es/search?q=Enderezar el rumbo,Enderezar el rumbo
1090,https://www.google.es/search?q=,Endeudarse hasta las cejas,https://www.google.es/search?q=Endeudarse hasta las cejas,Endeudarse hasta las cejas
1091,https://www.google.es/search?q=,Endosarle el muerto a otro,https://www.google.es/search?q=Endosarle el muerto a otro,Endosarle el muerto a otro
1092,https://www.google.es/search?q=,Enemigo público número uno,https://www.google.es/search?q=Enemigo público número uno,Enemigo público número uno
1093,https://www.google.es/search?q=,Enfriar el ambiente,https://www.google.es/search?q=Enfriar el ambiente,Enfriar el ambiente
1094,https://www.google.es/search?q=,Enfriar los mercados,https://www.google.es/search?q=Enfriar los mercados,Enfriar los mercados
1095,https://www.google.es/search?q=,Enfundarse la elástica,https://www.google.es/search?q=Enfundarse la elástica,Enfundarse la elástica
1096,https://www.google.es/search?q=,Engancharse con alguien,https://www.google.es/search?q=Engancharse con alguien,Engancharse con alguien
